url;gorod1;gorod2;rasstoyanie;price;time;seo_title
https://city2city.ru/kirov-yalta.html;Киров;Ялта;2550;76500;31 ч 52 мин;Такси Киров — Ялта от 76 500₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-adler.html;Краснодар;Адлер;350;10500;4 ч 22 мин;Такси Краснодар — Адлер от 10 500₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-armavir.html;Краснодар;Армавир;330;10000;4 ч 7 мин;Такси Краснодар — Армавир от 10 000₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-cherkessk.html;Краснодар;Черкесск;350;10500;4 ч 22 мин;Такси Краснодар — Черкесск от 10 500₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-dolzhanskaya.html;Краснодар;станица Должанская;300;9000;3 ч 45 мин;Такси Краснодар — станица Должанская от 9 000₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-dzhankoj.html;Краснодар;Джанкой;450;13500;5 ч 37 мин;Такси Краснодар — Джанкой от 13 500₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-eisk.html;Краснодар;Ейск;260;8000;3 ч 15 мин;Такси Краснодар — Ейск от 8 000₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-essentuki.html;Краснодар;Ессентуки;440;13500;5 ч 30 мин;Такси Краснодар — Ессентуки от 13 500₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-evpatoriya.html;Краснодар;Евпатория;510;15500;6 ч 22 мин;Такси Краснодар — Евпатория от 15 500₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-feodosiya.html;Краснодар;Феодосия;330;10000;4 ч 7 мин;Такси Краснодар — Феодосия от 10 000₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-gelendgik.html;Аэропорт;Геленджик;200;6000;2 ч 30 мин;Такси Аэропорт — Геленджик от 6 000₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-goryachij-klyuch.html;Краснодар;Горячий Ключ;60;2000;45 мин;Такси Краснодар — Горячий Ключ от 2 000₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-gulkevichi.html;Краснодар;Гулькевичи;170;5500;2 ч 7 мин;Такси Краснодар — Гулькевичи от 5 500₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-kanevskaya.html;Краснодар;станица Каневская;140;4500;1 ч 45 мин;Такси Краснодар — станица Каневская от 4 500₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-krylovskaya.html;Краснодар;станица Крыловская;180;5500;2 ч 15 мин;Такси Краснодар — станица Крыловская от 5 500₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-kurch.html;Краснодар;Керчь;250;7500;3 ч 7 мин;Такси Краснодар — Керчь от 7 500₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-labinsk.html;Краснодар;Усть-Лабинск;80;2500;1 ч;Такси Краснодар — Усть-Лабинск от 2 500₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-majkop.html;Краснодар;Майкоп;140;4500;1 ч 45 мин;Такси Краснодар — Майкоп от 4 500₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-neya.html;Краснодар;Нея;1930;58000;24 ч 7 мин;Такси Краснодар — Нея от 58 000₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-pyatigorsk.html;Краснодар;Пятигорск;430;13000;5 ч 22 мин;Такси Краснодар — Пятигорск от 13 000₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-sevastopol.html;Краснодар;Севастополь;530;16000;6 ч 37 мин;Такси Краснодар — Севастополь от 16 000₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-simferopol.html;Краснодар;Симферополь;440;13500;5 ч 30 мин;Такси Краснодар — Симферополь от 13 500₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-sochi.html;Краснодар;Сочи;320;10000;4 ч;Такси Краснодар — Сочи от 10 000₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-stavropol.html;Краснодар;Ставрополь;300;9000;3 ч 45 мин;Такси Краснодар — Ставрополь от 9 000₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-temryuk.html;Краснодар;Темрюк;150;4500;1 ч 52 мин;Такси Краснодар — Темрюк от 4 500₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-timashyovsk.html;Краснодар;Тимашевск;80;2500;1 ч;Такси Краснодар — Тимашевск от 2 500₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-tuapse.html;Краснодар;Туапсе;190;6000;2 ч 22 мин;Такси Краснодар — Туапсе от 6 000₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-uralskij.html;Краснодар;Уральский;200;6000;2 ч 30 мин;Такси Краснодар — Уральский от 6 000₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-volgodonsk.html;Краснодар;Волгодонск;490;15000;6 ч 7 мин;Такси Краснодар — Волгодонск от 15 000₽ | Заказать трансфер онлайн
https://city2city.ru/krasnodar-yalta.html;Краснодар;Ялта;500;15000;6 ч 15 мин;Такси Краснодар — Ялта от 15 000₽ | Заказать трансфер онлайн
https://city2city.ru/kursk-moskva.html;Курск;Москва;530;16000;6 ч 37 мин;Такси Курск — Москва от 16 000₽ | Заказать трансфер онлайн
https://city2city.ru/mariupol-simferopol.html;Мариуполь;Симферополь;450;13500;5 ч 37 мин;Такси Мариуполь — Симферополь от 13 500₽ | Заказать трансфер онлайн
https://city2city.ru/melitopol-simferopol.html;Мелитополь;Симферополь;250;7500;3 ч 7 мин;Такси Мелитополь — Симферополь от 7 500₽ | Заказать трансфер онлайн
https://city2city.ru/melitopol-tula.html;Мелитополь;Тула;1300;39000;16 ч 15 мин;Такси Мелитополь — Тула от 39 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-aleksandrov.html;Москва;Александров;130;4000;1 ч 37 мин;Такси Москва — Александров от 4 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-astraxan.html;Москва;Астрахань;1450;43500;18 ч 7 мин;Такси Москва — Астрахань от 43 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-belgorod.html;Москва;Белгород;690;21000;8 ч 37 мин;Такси Москва — Белгород от 21 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-bryansk.html;Москва;Брянск;420;13000;5 ч 15 мин;Такси Москва — Брянск от 13 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-cheboksary.html;Москва;Чебоксары;730;22000;9 ч 7 мин;Такси Москва — Чебоксары от 22 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-dmitriev.html;Москва;Дмитриев;510;15500;6 ч 22 мин;Такси Москва — Дмитриев от 15 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-dzerzhinsk.html;Москва;Дзержинск;440;13500;5 ч 30 мин;Такси Москва — Дзержинск от 13 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-dzhankoj.html;Москва;Джанкой;1700;51000;21 ч 15 мин;Такси Москва — Джанкой от 51 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-gryazi.html;Москва;Грязи;520;16000;6 ч 30 мин;Такси Москва — Грязи от 16 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-ivanovo.html;Москва;Иваново;320;10000;4 ч;Такси Москва — Иваново от 10 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-izhevsk.html;Москва;Ижевск;1200;36000;15 ч;Такси Москва — Ижевск от 36 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-kaluga.html;Москва;городской округ Калуга;220;7000;2 ч 45 мин;Такси Москва — городской округ Калуга от 7 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-kashin.html;Москва;Кашин;270;8500;3 ч 22 мин;Такси Москва — Кашин от 8 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-kirov.html;Москва;Киров;950;28500;11 ч 52 мин;Такси Москва — Киров от 28 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-kirzhach.html;Москва;Киржач;150;4500;1 ч 52 мин;Такси Москва — Киржач от 4 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-kostroma.html;Москва;Кострома;350;10500;4 ч 22 мин;Такси Москва — Кострома от 10 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-kozelsk.html;Москва;Козельск;280;8500;3 ч 30 мин;Такси Москва — Козельск от 8 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-krasnogvardejskoe.html;Москва;село Красногвардейское;1800;54000;22 ч 30 мин;Такси Москва — село Красногвардейское от 54 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-krasnyj.html;Москва;Красный проспект;1030;31000;12 ч 52 мин;Такси Москва — Красный проспект от 31 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-leningradskaya.html;Москва;станица Ленинградская;1240;37500;15 ч 30 мин;Такси Москва — станица Ленинградская от 37 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-luga.html;Москва;Луга;680;20500;8 ч 30 мин;Такси Москва — Луга от 20 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-melenki.html;Москва;Меленки;340;10500;4 ч 15 мин;Такси Москва — Меленки от 10 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-michurinsk.html;Москва;Мичуринск;417;13000;5 ч 12 мин;Такси Москва — Мичуринск от 13 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-nigniy_novgorod.html;Москва;Нижний Новгород;460;14000;5 ч 45 мин;Такси Москва — Нижний Новгород от 14 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-orel.html;Москва;Орёл;370;11500;4 ч 37 мин;Такси Москва — Орёл от 11 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-otradnaya.html;Москва;станица Отрадная;1500;45000;18 ч 45 мин;Такси Москва — станица Отрадная от 45 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-otradnoe.html;Москва;Отрадное;700;21000;8 ч 45 мин;Такси Москва — Отрадное от 21 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-otradnyj.html;Москва;Отрадный;1100;33000;13 ч 45 мин;Такси Москва — Отрадный от 33 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-pavlovskaya.html;Москва;станица Павловская;1250;37500;15 ч 37 мин;Такси Москва — станица Павловская от 37 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-petrozavodsk.html;Москва;Петрозаводск;1030;31000;12 ч 52 мин;Такси Москва — Петрозаводск от 31 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-rodniki.html;Москва;Родники;370;11500;4 ч 37 мин;Такси Москва — Родники от 11 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-rossosh.html;Москва;Россошь;750;22500;9 ч 22 мин;Такси Москва — Россошь от 22 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-rostov-na-don.html;Москва;Ростов-на-Дону;1100;33000;13 ч 45 мин;Такси Москва — Ростов-на-Дону от 33 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-saratov.html;Москва;Саратов;860;26000;10 ч 45 мин;Такси Москва — Саратов от 26 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-sevastopol.html;Москва;Севастополь;1900;57000;23 ч 45 мин;Такси Москва — Севастополь от 57 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-simferopol.html;Москва;Симферополь;1800;54000;22 ч 30 мин;Такси Москва — Симферополь от 54 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-smolensk.html;Москва;Смоленск;402;12500;5 ч 1 мин;Такси Москва — Смоленск от 12 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-sochi.html;Москва;Сочи;1650;49500;20 ч 37 мин;Такси Москва — Сочи от 49 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-troiczk.html;Москва;Троицк;50;1500;37 мин;Такси Москва — Троицк от 1 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-ufa.html;Москва;Уфа;1350;40500;16 ч 52 мин;Такси Москва — Уфа от 40 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-ulyanovsk.html;Москва;Ульяновск;850;25500;10 ч 37 мин;Такси Москва — Ульяновск от 25 500₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-volgograd.html;Москва;Волгоград;990;30000;12 ч 22 мин;Такси Москва — Волгоград от 30 000₽ | Заказать трансфер онлайн
https://city2city.ru/moskva-vyksa.html;Москва;Выкса;390;12000;4 ч 52 мин;Такси Москва — Выкса от 12 000₽ | Заказать трансфер онлайн
https://city2city.ru/murmansk-severomorsk.html;Мурманск;Североморск;30;1000;22 мин;Такси Мурманск — Североморск от 1 000₽ | Заказать трансфер онлайн
https://city2city.ru/nizhnij-novgorod-bogorodsk.html;Нижний Новгород;Богородск;60;2000;45 мин;Такси Нижний Новгород — Богородск от 2 000₽ | Заказать трансфер онлайн
https://city2city.ru/novosibirsk-gorno-altaysk.html;Новосибирск;Горно-Алтайск;450;13500;5 ч 37 мин;Такси Новосибирск — Горно-Алтайск от 13 500₽ | Заказать трансфер онлайн
https://city2city.ru/novosibirsk-novokuznetsk.html;Новосибирск;Новокузнецк;370;11500;4 ч 37 мин;Такси Новосибирск — Новокузнецк от 11 500₽ | Заказать трансфер онлайн
https://city2city.ru/novosibirsk-omsk.html;Новосибирск;Омск;650;19500;8 ч 7 мин;Такси Новосибирск — Омск от 19 500₽ | Заказать трансфер онлайн
https://city2city.ru/oryol-kirov.html;Орёл;Киров;1350;40500;16 ч 52 мин;Такси Орёл — Киров от 40 500₽ | Заказать трансфер онлайн
https://city2city.ru/penza-zarechnyj.html;Пенза;Заречный;20;1000;15 мин;Такси Пенза — Заречный от 1 000₽ | Заказать трансфер онлайн
https://city2city.ru/perm-gagarin.html;Пермь;Гагарин;1303;39500;16 ч 17 мин;Такси Пермь — Гагарин от 39 500₽ | Заказать трансфер онлайн
https://city2city.ru/pskov-novgorod.html;Псков;Великий Новгород;220;7000;2 ч 45 мин;Такси Псков — Великий Новгород от 7 000₽ | Заказать трансфер онлайн
https://city2city.ru/pskov-strizhi.html;Псков;деревня Стрижи;800;24000;10 ч;Такси Псков — деревня Стрижи от 24 000₽ | Заказать трансфер онлайн
https://city2city.ru/rostov-armavir.html;Ростов-на-Дону;Армавир;300;9000;3 ч 45 мин;Такси Ростов-на-Дону — Армавир от 9 000₽ | Заказать трансфер онлайн
https://city2city.ru/rostov-doneck.html;аэропорт Платов;Донецк;220;7000;2 ч 45 мин;Такси аэропорт Платов — Донецк от 7 000₽ | Заказать трансфер онлайн
https://city2city.ru/rostov-kirov.html;Ростов-на-Дону;Киров;1800;54000;22 ч 30 мин;Такси Ростов-на-Дону — Киров от 54 000₽ | Заказать трансфер онлайн
https://city2city.ru/rostov-kursk.html;Ростов-на-Дону;Курск;800;24000;10 ч;Такси Ростов-на-Дону — Курск от 24 000₽ | Заказать трансфер онлайн
https://city2city.ru/rostov-lyubim.html;Ростов-на-Дону;Любим;1520;46000;19 ч;Такси Ростов-на-Дону — Любим от 46 000₽ | Заказать трансфер онлайн
https://city2city.ru/ryazan-domodedovo.html;Рязань;Домодедово;870;26500;10 ч 52 мин;Такси Рязань — Домодедово от 26 500₽ | Заказать трансфер онлайн
https://city2city.ru/ryazan-moskva.html;Рязань;Москва;210;6500;2 ч 37 мин;Такси Рязань — Москва от 6 500₽ | Заказать трансфер онлайн
https://city2city.ru/ryazan-rybnoe.html;Рязань;Рыбное;30;1000;22 мин;Такси Рязань — Рыбное от 1 000₽ | Заказать трансфер онлайн
https://city2city.ru/samara-aeroport-kurumoch.html;Самара;аэропорт Самара (Курумоч);40;1500;30 мин;Такси Самара — аэропорт Самара (Курумоч) от 1 500₽ | Заказать трансфер онлайн
https://city2city.ru/samara-otradnaya.html;Самара;станица Отрадная;100;3000;1 ч 15 мин;Такси Самара — станица Отрадная от 3 000₽ | Заказать трансфер онлайн
https://city2city.ru/samara-pervomajsk.html;Самара;Первомайск;2100;63000;26 ч 15 мин;Такси Самара — Первомайск от 63 000₽ | Заказать трансфер онлайн
https://city2city.ru/sankt-peterburg-krasnogvardejskoe.html;Санкт-Петербург;село Красногвардейское;2100;63000;26 ч 15 мин;Такси Санкт-Петербург — село Красногвардейское от 63 000₽ | Заказать трансфер онлайн
https://city2city.ru/sankt-peterburg-leningradskaya.html;Санкт-Петербург;станица Ленинградская;1920;58000;24 ч;Такси Санкт-Петербург — станица Ленинградская от 58 000₽ | Заказать трансфер онлайн
https://city2city.ru/sankt-peterburg-pesochnoe.html;Санкт-Петербург;Песочное шоссе;80;2500;1 ч;Такси Санкт-Петербург — Песочное шоссе от 2 500₽ | Заказать трансфер онлайн
https://city2city.ru/sankt-peterburg-podporozhe.html;Санкт-Петербург;Подпорожье;290;9000;3 ч 37 мин;Такси Санкт-Петербург — Подпорожье от 9 000₽ | Заказать трансфер онлайн
https://city2city.ru/sankt-peterburg-strizhi.html;Санкт-Петербург;деревня Стрижи;1600;48000;20 ч;Такси Санкт-Петербург — деревня Стрижи от 48 000₽ | Заказать трансфер онлайн
https://city2city.ru/saratov-gagarin.html;Саратов;Гагарин;50;1500;37 мин;Такси Саратов — Гагарин от 1 500₽ | Заказать трансфер онлайн
https://city2city.ru/saratov-moskva.html;Саратов;Москва;850;25500;10 ч 37 мин;Такси Саратов — Москва от 25 500₽ | Заказать трансфер онлайн
https://city2city.ru/stavropol-otradnyj.html;Ставрополь;Отрадный;130;4000;1 ч 37 мин;Такси Ставрополь — Отрадный от 4 000₽ | Заказать трансфер онлайн
https://city2city.ru/tambov-moskva.html;Тамбов;Москва;460;14000;5 ч 45 мин;Такси Тамбов — Москва от 14 000₽ | Заказать трансфер онлайн
https://city2city.ru/taxinovorossiya.html;аэропорт Платов;Донецк;210;6500;2 ч 37 мин;Такси аэропорт Платов — Донецк от 6 500₽ | Заказать трансфер онлайн
https://city2city.ru/tver-torzhok.html;Тверь;Торжок;70;2500;52 мин;Такси Тверь — Торжок от 2 500₽ | Заказать трансфер онлайн
https://city2city.ru/ufa-oktyabrsk.html;Уфа;Октябрьск;580;17500;7 ч 15 мин;Такси Уфа — Октябрьск от 17 500₽ | Заказать трансфер онлайн
https://city2city.ru/ufa-vidnoe.html;Уфа;садовое товарищество Видное;1350;40500;16 ч 52 мин;Такси Уфа — садовое товарищество Видное от 40 500₽ | Заказать трансфер онлайн
https://city2city.ru/ulyanovsk-moskva.html;Ульяновск;Москва;840;25500;10 ч 30 мин;Такси Ульяновск — Москва от 25 500₽ | Заказать трансфер онлайн
https://city2city.ru/ulyanovsk-zavolzhe.html;Ульяновск;Заволжье;530;16000;6 ч 37 мин;Такси Ульяновск — Заволжье от 16 000₽ | Заказать трансфер онлайн
https://city2city.ru/volgograd-astraxan.html;Волгоград;Астрахань;430;13000;5 ч 22 мин;Такси Волгоград — Астрахань от 13 000₽ | Заказать трансфер онлайн
https://city2city.ru/volgograd-sovetskij.html;Волгоград;Советский;180;5500;2 ч 15 мин;Такси Волгоград — Советский от 5 500₽ | Заказать трансфер онлайн
https://city2city.ru/yaroslavl-ivanovo.html;Ярославль;Иваново;120;4000;1 ч 30 мин;Такси Ярославль — Иваново от 4 000₽ | Заказать трансфер онлайн
https://city2city.ru/yaroslavl-izhevsk.html;Ярославль;Ижевск;1150;34500;14 ч 22 мин;Такси Ярославль — Ижевск от 34 500₽ | Заказать трансфер онлайн
